,word,neg_adv_count,pos_adv_count
1071,youth,5.0,1.0
1072,aloft,6.0,2.0
1073,proactively,1.0,3.0
1074,soon,1.0,
1075,weirdly,1.0,2.0
1076,mop,2.0,
1077,sticky,1.0,
1078,was.extremely,1.0,
1079,continuosly,1.0,
1080,expecially,3.0,5.0
1081,comfy,6.0,18.0
1082,ok.,1.0,1.0
1083,thumbs,2.0,1.0
1084,ballgames,1.0,
1085,awoken,2.0,
1086,massively,4.0,2.0
1087,jet,1.0,1.0
1088,ghastly,8.0,
1089,egregiously,1.0,
1090,grime,3.0,
1091,pincher,1.0,
1092,hell,1.0,
1093,inconviently,1.0,
1094,dirtier,4.0,
1095,commuter,1.0,
1096,laready,1.0,
1097,..more,1.0,1.0
1098,rollaway,18.0,9.0
1099,stairs,8.0,7.0
1100,queenly,1.0,
1101,wearily,1.0,
1102,nylon,1.0,
1103,hourly,5.0,5.0
1104,astronomically,2.0,
1105,stop,3.0,2.0
1106,attitude,3.0,
1107,peacefully,2.0,5.0
1108,lightly,5.0,4.0
1109,mercilessly,1.0,
1110,false,2.0,
1111,.somewhat,1.0,
1112,broom,1.0,
1113,consistenly,1.0,
1114,nod,3.0,2.0
1115,magically,8.0,2.0
1116,objectively,1.0,1.0
1117,outragously,2.0,
1118,intentionally,6.0,1.0
1119,accounts',1.0,
1120,finish,1.0,
1121,consistantly,2.0,2.0
1122,ordinarily,2.0,
1123,tour,2.0,2.0
1124,currently,3.0,1.0
1125,doorbell,1.0,
1126,flys,1.0,
1127,shot,5.0,1.0
1128,competitively,4.0,2.0
1129,nuisance,2.0,
1130,inconvenience,2.0,2.0
1131,nycgo.com,1.0,
1132,faxed,1.0,1.0
1133,verly,1.0,
1134,expressly,4.0,
1135,staggeringly,1.0,
1136,wholly,5.0,
1137,break,1.0,1.0
1138,flatter,2.0,
1139,subparly,1.0,
1140,atmostphere,1.0,
1141,poop,1.0,
1142,supplier,1.0,
1143,conviently,1.0,7.0
1144,error,6.0,
1145,slovenly,2.0,
1146,one.if,1.0,
1147,ride,4.0,12.0
1148,old.we,1.0,
1149,underway,7.0,
1150,shoe,1.0,
1151,wasnt,3.0,3.0
1152,continously,1.0,
1153,medically,1.0,
1154,http,1.0,
1155,argue,1.0,
1156,chack,1.0,
1157,onward,3.0,
1158,blakely,1.0,2.0
1159,friendliness,2.0,1.0
1160,.hardly,1.0,
1161,super-friendly,1.0,6.0
1162,it-,1.0,
1163,flusher,1.0,
1164,err,1.0,
1165,emotionally,2.0,
1166,sofa,2.0,
1167,absoloutely,1.0,2.0
1168,expedia,4.0,3.0
1169,electronically,3.0,3.0
1170,ethernet,2.0,
1171,voluntarilly,1.0,
1172,mid-town,1.0,
1173,no-where,1.0,
1174,-day,3.0,1.0
1175,dodgy,1.0,1.0
1176,smelt,3.0,
1177,noisey,7.0,1.0
1178,brown,1.0,1.0
1179,momentarily,3.0,1.0
1180,fixed,2.0,1.0
1181,unpleasantly,3.0,1.0
1182,expertly,1.0,4.0
1183,arguably,2.0,2.0
1184,pleasure,1.0,1.0
1185,propperly,1.0,
1186,dresser,4.0,5.0
1187,astonishingly,2.0,1.0
1188,feel,3.0,5.0
1189,pick,4.0,3.0
1190,rediculously,3.0,1.0
1191,nd.we,1.0,
1192,ears.the,1.0,
1193,laid,1.0,1.0
1194,..i,4.0,1.0
1195,breads..was,1.0,
1196,lethargic,1.0,
1197,disturbingly,1.0,
1198,uniquely,2.0,3.0
1199,fate,1.0,
1200,goodly,1.0,1.0
1201,travellng,1.0,
1202,plugs,1.0,
1203,reaslly,1.0,
1204,yu,1.0,
1205,-however,1.0,
1206,says.there,1.0,
1207,disgustingly,11.0,
1208,argued,1.0,
1209,please,3.0,
1210,waiter,11.0,7.0
1211,courteously,2.0,7.0
1212,decor,10.0,3.0
1213,posher,1.0,
1214,happened..roll-away,1.0,
1215,shoddy,1.0,
1216,e.g.,1.0,
1217,shove,1.0,
1218,religiously,1.0,
1219,apologetic,1.0,
1220,involuntarily,1.0,
1221,neat,2.0,2.0
1222,ordeal,1.0,
1223,blanket,2.0,
1224,immaculately,3.0,28.0
1225,pseudo-poster,1.0,
1226,incongruously,1.0,
1227,heartily,1.0,4.0
1228,mid,2.0,3.0
1229,obsessively,1.0,
1230,towels,1.0,
1231,lit,4.0,2.0
1232,astoundingly,3.0,
1233,insincere,3.0,
1234,button,1.0,1.0
1235,arose,1.0,
1236,grossly,14.0,1.0
1237,ascetically,1.0,
1238,billboard,1.0,
1239,..this,1.0,
1240,pensylvania,1.0,
1241,workout,2.0,
1242,undoubtedly,4.0,7.0
1243,professionally,12.0,21.0
1244,ill,2.0,2.0
1245,lumpy,1.0,
1246,espeically,2.0,
1247,pay,2.0,1.0
1248,nap,4.0,1.0
1249,penthouse,1.0,1.0
1250,..never,1.0,
1251,barrier,1.0,1.0
1252,insultingly,1.0,
1253,encourage,1.0,
1254,shut,4.0,
1255,fruit,1.0,2.0
1256,stark,1.0,
1257,wrere,1.0,
1258,riducuously,1.0,
1259,publicly,2.0,
1260,bodily,8.0,
1261,frumpy,1.0,
1262,.especially,2.0,1.0
1263,thereby,3.0,3.0
1264,eager,1.0,3.0
1265,logically,1.0,
1266,outrageously,11.0,12.0
1267,megaphone,1.0,
1268,unquestionably,1.0,1.0
1269,artsy,1.0,1.0
1270,pooch,1.0,
1271,afterward,3.0,2.0
1272,echo,1.0,
1273,spectacularly,2.0,3.0
1274,absurdly,3.0,3.0
1275,quit,2.0,2.0
1276,.over,1.0,
1277,disrespectful,1.0,
1278,externally,3.0,1.0
1279,rightfully,3.0,
1280,firehouse,1.0,
1281,abysmal,1.0,
1282,sleep.unfortunately,1.0,
1283,outdoor,2.0,1.0
1284,clerk,2.0,
1285,unfailingly,3.0,16.0
1286,overtly,4.0,
1287,bud,1.0,
1288,stinky,2.0,
1289,begrudgingly,6.0,
1290,environmentally,1.0,6.0
1291,commonly,1.0,4.0
1292,watery,1.0,
1293,neighbourhood,4.0,7.0
1294,untill,2.0,
1295,simultaneously,1.0,4.0
1296,artfully,1.0,1.0
1297,.we,4.0,1.0
1298,noone,6.0,
1299,bellboys,1.0,
1300,liner,1.0,
1301,collectively,2.0,
1302,pleasently,4.0,6.0
1303,disappointingly,4.0,
1304,dowdy,1.0,
1305,bottle,11.0,13.0
1306,.it,3.0,1.0
1307,bay,3.0,6.0
1308,excellent.,1.0,
1309,assist,2.0,
1310,accidently,5.0,8.0
1311,.upgrade,1.0,
1312,aside,3.0,1.0
1313,frantically,4.0,1.0
1314,though,10.0,14.0
1315,hullabaloo,1.0,
1316,overall-,1.0,
1317,wobbly,6.0,2.0
1318,mind,7.0,3.0
1319,..well,1.0,
1320,abnormally,4.0,2.0
1321,gon,1.0,
1322,excess,3.0,
1323,non-heavenly,1.0,
1324,spotty,5.0,1.0
1325,smellly,1.0,
1326,park,7.0,6.0
1327,comforter,5.0,6.0
1328,-access,1.0,
1329,bargain,1.0,
1330,apart,3.0,1.0
1331,evidently,12.0,3.0
1332,-.,3.0,1.0
1333,harder,3.0,3.0
1334,'upgrade,1.0,
1335,halfway,5.0,4.0
1336,flawless,1.0,1.0
1337,enjoy,13.0,30.0
1338,evening-early,1.0,
1339,night.it,1.0,
1340,ther,4.0,1.0
1341,reward,2.0,
1342,avoid,4.0,1.0
1343,corporately,2.0,
1344,opulently,1.0,
1345,distressingly,2.0,
1346,minus,1.0,2.0
1347,upgrade,4.0,1.0
1348,birthday,1.0,8.0
1349,blithely,1.0,
1350,apologetically,2.0,
1351,pointlessly,1.0,
1352,accomm,1.0,
1353,.clearly,1.0,
1354,flatly,2.0,
1355,midnight,4.0,2.0
1356,beaver,1.0,
1357,thirdly,5.0,1.0
1358,claustrophobically,2.0,
1359,shockingly,5.0,4.0
1360,user,5.0,7.0
1361,endless,3.0,2.0
1362,avoide,1.0,
1363,boyfriend,2.0,
1364,fall,2.0,1.0
1365,effectively,6.0,2.0
1366,freakishly,2.0,
1367,staff..probably,1.0,
1368,unbearably,8.0,1.0
1369,worrisome,1.0,
1370,scratchy,2.0,
1371,track,4.0,
1372,buisness,1.0,1.0
1373,sames,1.0,
1374,epically,1.0,
1375,realize,1.0,
1376,employer,1.0,
1377,stronly,1.0,
1378,knew,5.0,3.0
1379,speedway,1.0,
1380,fight,2.0,
1381,follow,2.0,
1382,blacklight,1.0,
1383,freely,4.0,5.0
1384,key,1.0,
1385,subjectively,1.0,
1386,drab,1.0,
1387,attirbuite,1.0,
1388,mile,5.0,4.0
1389,drawn,1.0,
1390,nite,13.0,9.0
1391,in-room,1.0,
1392,adequate,2.0,2.0
1393,fan..,1.0,
1394,exercise,2.0,
1395,supposidely,1.0,
1396,bellman,2.0,1.0
1397,extrememly,4.0,2.0
1398,affect,1.0,
1399,mother,10.0,8.0
1400,mice,1.0,
1401,no-show,1.0,
1402,couple,3.0,
1403,complain,1.0,
1404,overheard,7.0,3.0
1405,inconsistantly,1.0,
1406,openly,2.0,2.0
1407,exterior,6.0,2.0
1408,locations…and,1.0,
1409,crush,1.0,
1410,skeleton,1.0,
1411,perpetually,5.0,1.0
1412,nauseatingly,1.0,
1413,blazingly,1.0,
1414,accord,1.0,
1415,sternly,2.0,
1416,flashy,1.0,
1417,pm,13.0,4.0
1418,answer,4.0,1.0
1419,ofpolitness,1.0,
1420,rateswere,1.0,
1421,wasgiven,1.0,
1422,eyes,1.0,
1423,laughter,2.0,
1424,knowingly,1.0,
1425,antenna,1.0,
1426,bedtime,2.0,2.0
1427,meager,1.0,
1428,.here,1.0,
1429,noisiest,1.0,
1430,bitter,1.0,
1431,paid,1.0,
1432,-breakfast,1.0,
1433,rally,1.0,
1434,dice,1.0,
1435,hopfully,1.0,
1436,funky,3.0,4.0
1437,interestly,1.0,
1438,hazard,3.0,
1439,pre-charged,1.0,
1440,laughably,3.0,2.0
1441,..now,1.0,
1442,aircon,4.0,1.0
1443,austin,1.0,
1444,noticed,3.0,
1445,expeditiously,1.0,1.0
1446,eachother,2.0,1.0
1447,peelong,1.0,
1448,handfuls,1.0,
1449,filthy,4.0,
1450,smiliarly,1.0,
1451,psychologically,2.0,
1452,make-up,3.0,
1453,teeth,1.0,
1454,muffin,1.0,2.0
1455,lock,4.0,1.0
1456,abuse,1.0,
1457,hold,3.0,1.0
1458,heat,1.0,
1459,desk-really,1.0,
1460,mildewy,3.0,
1461,comparably,3.0,1.0
1462,understandably,5.0,2.0
1463,misleadingly,1.0,
1464,picturesque,1.0,
1465,impatiently,2.0,
1466,measly,5.0,1.0
1467,glacially,2.0,
1468,leave,1.0,
1469,truthfully,3.0,4.0
1470,miserly,1.0,
1471,lifts,2.0,
1472,bang,1.0,1.0
1473,never-ever,1.0,
1474,damm,1.0,
1475,tediously,1.0,
1476,address,6.0,2.0
1477,denver,2.0,
1478,soda,1.0,
1479,monthly,1.0,1.0
1480,underscore,1.0,
1481,toaster,1.0,
1482,.just,1.0,2.0
1483,length,3.0,
1484,trash,1.0,
1485,attend,1.0,
1486,southeast,1.0,
1487,out.thus,1.0,
1488,roof,1.0,
1489,whereas,1.0,2.0
1490,adjust,5.0,1.0
1491,fathom,1.0,
1492,sparingly,1.0,
1493,errand,1.0,
1494,throughtout,1.0,
1495,centainly,1.0,
1496,laziness,2.0,
1497,refill,1.0,
1498,fancy,1.0,3.0
1499,holiday,3.0,5.0
1500,annually,2.0,3.0
1501,easilly,1.0,1.0
1502,scantily,2.0,
1503,supply,2.0,2.0
1504,toys,1.0,
1505,voice,1.0,
1506,appauld,1.0,
1507,quaint,2.0,1.0
1508,rack,2.0,
1509,..but,1.0,
1510,softball,1.0,
1511,sit,4.0,2.0
1512,guest,7.0,1.0
1513,mix,2.0,2.0
1514,drunkenly,1.0,
1515,store,12.0,8.0
1516,swore,1.0,
1517,defuse,1.0,
1518,impolite,2.0,
1519,hope,2.0,
1520,conventionally,2.0,
1521,freshener,2.0,
1522,erratic-,1.0,
1523,icy,1.0,
1524,it.there,1.0,
1525,used.so,1.0,
1526,internet,5.0,1.0
1527,elegantly,3.0,10.0
1528,sullenly,1.0,
1529,motif,1.0,
1530,.he,2.0,
1531,stupidly,4.0,4.0
1532,lounge,1.0,1.0
1533,uncommon,1.0,
1534,outragely,1.0,
1535,drugstore,1.0,
1536,progressively,3.0,2.0
1537,mall.however,1.0,
1538,takeaway,1.0,8.0
1539,aftersmell,1.0,
1540,excellently,4.0,10.0
1541,opener,3.0,
1542,narrow,4.0,1.0
1543,silly,10.0,19.0
1544,thereafter,6.0,4.0
1545,eveywhere,2.0,1.0
1546,favour,1.0,
1547,rodeway,1.0,
1548,blind,1.0,
1549,uggly,1.0,
1550,non-so-uggly,1.0,
1551,thereof,1.0,
1552,patron,1.0,
1553,literrally,1.0,
1554,leftover,6.0,1.0
1555,continuously,12.0,7.0
1556,else..,1.0,1.0
1557,photos,1.0,1.0
1558,alley,9.0,1.0
1559,unduly,3.0,
1560,noises.as,1.0,
1561,politically,2.0,1.0
1562,awake,6.0,1.0
1563,mastercard,1.0,1.0
1564,jelly,8.0,1.0
1565,asked,3.0,
1566,ac,3.0,
1567,nise,1.0,
1568,wasn,2.0,
1569,great-especially,1.0,
1570,unusualy,1.0,
1571,politiely,1.0,
1572,stan,1.0,
1573,exceedingly,10.0,13.0
1574,pet-friendly,5.0,4.0
1575,vaguely,4.0,1.0
1576,feedback,2.0,
1577,mixed-bag,1.0,
1578,stunk,1.0,
1579,valet,1.0,2.0
1580,friendlier,3.0,13.0
1581,un-customer-friendly,1.0,
1582,bathrooms,1.0,1.0
1583,bistro,1.0,2.0
1584,wereby,1.0,
1585,wind,1.0,1.0
1586,allegedly,4.0,2.0
1587,lowly,1.0,1.0
1588,impulse,1.0,
1589,towel,5.0,1.0
1590,occurs,1.0,
1591,west,1.0,4.0
1592,tummy,1.0,
1593,irked,1.0,
1594,anxiously,1.0,1.0
1595,precisely,2.0,2.0
1596,trashy,1.0,
1597,fishy,1.0,
1598,stick,1.0,1.0
1599,throroughly,1.0,
1600,ok-friendly,1.0,
1601,fluffy,1.0,
1602,luck,1.0,1.0
1603,dingy,2.0,
1604,favorite,3.0,8.0
1605,profoundly,3.0,
1606,stately,2.0,8.0
1607,ungodly,3.0,1.0
1608,persistently,2.0,
1609,bleach,1.0,
1610,miss,2.0,2.0
1611,difficultly,1.0,
1612,snide,2.0,
1613,presently,4.0,3.0
1614,centre,1.0,
1615,handout,1.0,
1616,scenery,2.0,
1617,writer,1.0,
1618,bite..there,1.0,
1619,consequently,2.0,
1620,air,3.0,1.0
1621,blew,2.0,
1622,came.luckily,1.0,
1623,breezeway,1.0,2.0
1624,disdain,1.0,
1625,teenager,1.0,
1626,strip,1.0,
1627,pricy,3.0,2.0
1628,over-friendly,1.0,
1629,charmingly,1.0,1.0
1630,spartanly,1.0,
1631,enormously,1.0,1.0
1632,wather,1.0,
1633,skillfully,1.0,
1634,met,1.0,2.0
1635,consatntly,1.0,
1636,allllllll,1.0,
1637,incidentally,4.0,2.0
1638,iron,1.0,4.0
1639,neet,1.0,
1640,conditioner,2.0,
1641,slid,1.0,
1642,holly,1.0,
1643,architectually,1.0,
1644,noticably,2.0,2.0
1645,shell,2.0,
1646,spa,3.0,6.0
1647,sporatically,1.0,
1648,chicago,4.0,2.0
1649,flight-time,1.0,
1650,adult,1.0,
1651,undeniably,3.0,2.0
1652,about,5.0,2.0
1653,mirror,2.0,1.0
1654,slice,2.0,
1655,trek,1.0,1.0
1656,boredly,2.0,
1657,unsure,1.0,
1658,bartender,2.0,
1659,decipher,1.0,
1660,alarmingly,1.0,1.0
1661,-very,1.0,1.0
1662,beaten,1.0,
1663,improve,2.0,
1664,favor,5.0,1.0
1665,etiquette-protocol,1.0,
1666,threaten,1.0,
1667,agressively,1.0,
1668,personnally,2.0,
1669,outwardly,3.0,
1670,door,7.0,8.0
1671,basic,2.0,4.0
1672,copy,1.0,
1673,terminally,1.0,
1674,niece,2.0,6.0
1675,sister,5.0,2.0
1676,extra,3.0,1.0
1677,..all,1.0,3.0
1678,empty,2.0,1.0
1679,-nightly,1.0,
1680,lengthly,1.0,
1681,get-together,1.0,
1682,immediatly,6.0,5.0
1683,knly,1.0,
1684,vere,1.0,1.0
1685,obscenely,2.0,
1686,dong,1.0,
1687,grudgingly,2.0,
1688,generate,1.0,
1689,squiggly,1.0,
1690,frustratingly,3.0,
1691,oclock,1.0,
1692,refresher,1.0,
1693,dirt,4.0,
1694,succesfully,2.0,
1695,nevertheless,9.0,8.0
1696,runway,3.0,6.0
1697,allright,1.0,
1698,snotty,2.0,
1699,girly,1.0,
1700,nickel,1.0,2.0
1701,owners-staff,1.0,
1702,effectiveness,1.0,
1703,hotels.com,2.0,
1704,nieiher,1.0,
1705,family,4.0,3.0
1706,.actually,1.0,
1707,housecleaner,1.0,
1708,die,1.0,
1709,.cheap,1.0,
1710,hear,4.0,1.0
1711,exactly,1.0,5.0
1712,dust,6.0,
1713,towels.amazingly,1.0,
1714,remote,1.0,
1715,hot,2.0,1.0
1716,drink,2.0,
1717,ottoman,1.0,
1718,explose,1.0,
1719,.despite,1.0,
1720,box,1.0,
1721,..very,2.0,1.0
1722,downhill,4.0,
1723,steadily,1.0,
1724,waterfront,2.0,1.0
1725,discreetly,2.0,1.0
1726,stongly,2.0,
1727,shore,2.0,3.0
1728,flip,1.0,
1729,safe..there,1.0,
1730,online..the,1.0,
1731,.definitely,2.0,
1732,frienly,1.0,
1733,enamel,1.0,
1734,afterthought,1.0,
1735,lazily,2.0,1.0
1736,austere,2.0,1.0
1737,agin,1.0,1.0
1738,liquor,1.0,
1739,litre,1.0,
1740,completly,4.0,1.0
1741,slam,1.0,1.0
1742,names,4.0,12.0
1743,dishwasher,2.0,11.0
1744,banquet,3.0,
1745,embarrassingly,1.0,
1746,helpful-friendly,1.0,
1747,apparenttly,1.0,
1748,jiggly,1.0,
1749,orderly,4.0,3.0
1750,hilariously,2.0,
1751,somwhere,2.0,1.0
1752,inherently,1.0,
1753,appearance,2.0,2.0
1754,awkwardly,13.0,2.0
1755,mroe,1.0,
1756,taxi,3.0,3.0
1757,sweat,1.0,
1758,sloppily,3.0,
1759,key-access-only,1.0,
1760,apologise,2.0,
1761,pulse,1.0,
1762,oops,1.0,
1763,unforgiveably,1.0,
1764,misfortune,1.0,
1765,unsafely,1.0,
1766,didn,1.0,1.0
1767,tap,2.0,
1768,handier,1.0,
1769,hesitantly,1.0,
1770,placard,1.0,1.0
1771,particualrly,1.0,
1772,agressive,1.0,
1773,softly,1.0,
1774,swiftly,3.0,8.0
1775,flagerantly,1.0,
1776,caught,1.0,
1777,nusiance,1.0,
1778,manly,1.0,1.0
1779,sat,3.0,
1780,prejudice,1.0,
1781,flawlessly,1.0,6.0
1782,cousin,1.0,
1783,tight,8.0,2.0
1784,snore,1.0,
1785,bathtowel,1.0,
1786,propely,1.0,
1787,apathy,1.0,
1788,nye,1.0,
1789,in-laws,1.0,
1790,definitively,5.0,5.0
1791,critically,1.0,
1792,'early,1.0,
1793,awaken,1.0,
1794,anger,1.0,
1795,eggs,2.0,1.0
1796,overcast,1.0,
1797,beltway,2.0,
1798,wheely,1.0,
1799,hotter,1.0,
1800,favourably,2.0,
1801,finallly,1.0,
1802,o.k,1.0,
1803,smugly,1.0,
1804,nook,1.0,1.0
1805,basin,2.0,
1806,universally,2.0,6.0
1807,thay,1.0,
1808,unwillingly,1.0,
1809,nose,5.0,1.0
1810,carlessly,1.0,
1811,ratty,2.0,
1812,ofter,1.0,
1813,prohibitively,2.0,
1814,assumably,1.0,
1815,drap,1.0,
1816,elevators..usually,1.0,
1817,pearly,1.0,
1818,pad,1.0,
1819,express,4.0,7.0
1820,coincidentally,2.0,
1821,eyesore,1.0,1.0
1822,-only,1.0,3.0
1823,favourite,2.0,2.0
1824,newness,2.0,
1825,dealt,1.0,
1826,sharply,2.0,
1827,accommodate,1.0,1.0
1828,faucet,1.0,
1829,yadda,1.0,
1830,everywhehere,1.0,
1831,mention,1.0,1.0
1832,aisle,1.0,
1833,sideway,1.0,
1834,wrecker,1.0,
1835,fraudulently,2.0,
1836,notified,1.0,
1837,waiver,1.0,
1838,mystery,1.0,
1839,cleanliness,4.0,
1840,deceptively,2.0,1.0
1841,e-mail,1.0,
1842,keyboard,2.0,
1843,fallen,1.0,
1844,.like,1.0,
1845,nest,1.0,2.0
1846,you-above,1.0,
1847,willingly,5.0,1.0
1848,'definitively,1.0,
1849,previosuly,1.0,
1850,nooooooooooo,1.0,
1851,phisically,1.0,
1852,immidiatly,1.0,
1853,lucklily,1.0,
1854,reply,3.0,
1855,bearly,2.0,1.0
1856,plasma,1.0,
1857,as,1.0,
1858,condescendingly,1.0,
1859,frat,1.0,
1860,usual.he,1.0,
1861,cleap,1.0,
1862,overkill,1.0,
1863,ample,2.0,
1864,icky,1.0,
1865,girl,2.0,
1866,purposely,5.0,1.0
1867,smooth,2.0,10.0
1868,ever,5.0,1.0
1869,severe,1.0,
1870,guide,3.0,1.0
1871,minimalist,1.0,
1872,bland.as,1.0,
1873,heartedly,1.0,1.0
1874,propetly,1.0,
1875,honeymoon,3.0,5.0
1876,haplessly,1.0,
1877,concurrently,1.0,1.0
1878,downside,4.0,20.0
1879,extend,1.0,2.0
1880,deffiently,1.0,
1881,awsome,1.0,2.0
1882,pat,1.0,
1883,realistically,2.0,
1884,unutterably,1.0,
1885,incredulously,1.0,
1886,liar,3.0,
1887,meet,2.0,3.0
1888,vending-ice,1.0,1.0
1889,extremly,5.0,11.0
1890,hotel.only,1.0,
1891,weekend.strongly,1.0,
1892,curly,4.0,
1893,thursday,1.0,
1894,.will,1.0,
1895,inappropriately,2.0,
1896,serv,1.0,
1897,seas,1.0,
1898,entertain,1.0,
1899,and-or,1.0,1.0
1900,odd-ugly,1.0,
1901,weird,2.0,
1902,sweep,1.0,
1903,litereally,1.0,
1904,ya,2.0,
1905,cause,3.0,
1906,hadnt,1.0,
1907,escape,1.0,1.0
1908,fancier,1.0,1.0
1909,unsuccessfully,4.0,
1910,cat,1.0,
1911,foldaway,1.0,
1912,proably,2.0,
1913,buildup,1.0,
1914,leak,2.0,
1915,bitterly,3.0,2.0
1916,ear,2.0,1.0
1917,stuck,1.0,1.0
1918,fair,3.0,
1919,alcove,2.0,
1920,suficiantly,1.0,
1921,modestly,6.0,2.0
1922,cool,1.0,2.0
1923,army,1.0,
1924,barrack,1.0,
1925,smartly,2.0,5.0
1926,dump,1.0,
1927,downstairs,4.0,1.0
1928,intently,1.0,
1929,definite,2.0,2.0
1930,south.there,1.0,
1931,ahead.there,1.0,
1932,day.they,1.0,
1933,future.there,1.0,
1934,deal,3.0,2.0
1935,backyard,1.0,1.0
1936,riduculously,1.0,
1937,becasue,1.0,
1938,location,2.0,2.0
1939,organise,1.0,1.0
1940,el,1.0,1.0
1941,slide,3.0,1.0
1942,elbow,1.0,
1943,lime,1.0,
1944,day.the,1.0,
1945,remarkably,8.0,11.0
1946,luggage,2.0,1.0
1947,pricey,8.0,16.0
1948,dolly,2.0,
1949,nephew,2.0,2.0
1950,catergorically,1.0,
1951,fumes,1.0,
1952,marijuana,1.0,
1953,paitently,1.0,
1954,abut,1.0,
1955,all,2.0,2.0
1956,saggy,1.0,
1957,sheet,1.0,
1958,pajamas,1.0,
1959,two-year-old,1.0,
1960,anything..i,1.0,
1961,reportedly,4.0,2.0
1962,solidly,2.0,1.0
1963,probablly,1.0,
1964,attractively,2.0,11.0
1965,ay,2.0,
1966,helpful,4.0,14.0
1967,arrival.there,1.0,
1968,scuffed,1.0,
1969,comically,1.0,3.0
1970,resonably,6.0,3.0
1971,probally,1.0,
1972,possiblly,1.0,
1973,aloof,2.0,
1974,cake,1.0,
1975,easely,1.0,
1976,brightly,3.0,4.0
1977,engineer,2.0,
1978,check-in,1.0,1.0
1979,afros,1.0,
1980,..espcially,1.0,
1981,theater,2.0,3.0
1982,extortionately,1.0,
1983,ready,2.0,1.0
1984,manner,3.0,
1985,noisier,1.0,1.0
1986,hotel..,1.0,
1987,agoin,1.0,
1988,hustle,3.0,1.0
1989,sweetly,1.0,1.0
1990,so-so,1.0,1.0
1991,exorbitantly,2.0,1.0
1992,neon,1.0,
1993,isnt,1.0,
1994,room-,1.0,1.0
1995,domestically,1.0,
1996,offer,2.0,
1997,sunrise,1.0,
1998,slippery,2.0,
1999,winery,2.0,
2000,welcome,1.0,4.0
2001,independently,4.0,2.0
2002,enrmously,1.0,
2003,fabric,2.0,
2004,headboard,6.0,3.0
2005,secretly,2.0,
2006,friends,2.0,
2007,overly-friendly,1.0,
2008,clever,1.0,
2009,exasperatingly,1.0,
2010,nightlife,2.0,5.0
2011,damn,1.0,
2012,faintly,2.0,2.0
2013,forbid,1.0,
2014,.do,1.0,
2015,skip,1.0,1.0
2016,actively,4.0,3.0
2017,already,1.0,
2018,brusquely,2.0,
2019,quietest,1.0,1.0
2020,hotely,1.0,
2021,options.not,1.0,
2022,temperature,2.0,
2023,globally,1.0,1.0
2024,proximitly,1.0,
2025,beedrom,1.0,
2026,comfort,1.0,
2027,advisor,1.0,
2028,stopover,1.0,2.0
2029,–a,1.0,
2030,hurriedly,1.0,1.0
2031,eventaully,1.0,
2032,rooms,1.0,1.0
2033,expetionally,1.0,
2034,extraordinarly,1.0,
2035,unnecessarily,3.0,1.0
2036,impeccably,2.0,25.0
2037,bi,1.0,
2038,.but,2.0,1.0
2039,mosquito,1.0,
2040,depart,1.0,
2041,spartan,1.0,1.0
2042,mentioning.we,1.0,
2043,brilliantly,1.0,3.0
2044,excercise,1.0,2.0
2045,abide,2.0,2.0
2046,almond,1.0,
2047,haughtily,1.0,
2048,god,1.0,
2049,.my,1.0,
2050,.dont,1.0,
2051,exec,1.0,
2052,mid-sentence,1.0,
2053,honor,1.0,
2054,night-,1.0,1.0
2055,nighttime,3.0,3.0
2056,microphone,1.0,
2057,disrespectfully,1.0,
2058,meal,2.0,3.0
2059,-relatively,1.0,
2060,bathtubs,2.0,
2061,in-out,1.0,1.0
2062,formally,2.0,2.0
2063,geninely,1.0,
2064,unevenly,1.0,
2065,assistance,3.0,1.0
2066,hair,1.0,
2067,off-broke,1.0,
2068,materialise,1.0,
2069,rivercenter,1.0,
2070,lovingly,1.0,4.0
2071,on-off,1.0,1.0
2072,•there,1.0,
2073,shutter,1.0,
2074,sheer,1.0,1.0
2075,w-,1.0,
2076,lamp,1.0,
2077,furiously,1.0,
2078,sorry,2.0,
2079,neighbourhood..,1.0,
2080,all-weather,1.0,
2081,pharmacy-store,1.0,
2082,diffidently,2.0,
2083,steakhouse,2.0,
2084,lolly,1.0,
2085,attach,1.0,
2086,midday,1.0,
2087,reluctanly,1.0,
2088,cautiously,1.0,
2089,worked,1.0,
2090,classy,1.0,
2091,uniformly,5.0,10.0
2092,useless,1.0,2.0
2093,immidietly,1.0,
2094,uip,1.0,
2095,wetter,1.0,
2096,cumulatively,1.0,
2097,brutally,2.0,1.0
2098,boys,2.0,3.0
2099,visibily,1.0,
2100,future,2.0,1.0
2101,regretably,1.0,
2102,embarrasingly,1.0,
2103,roach,1.0,
2104,photographer,1.0,
2105,dress,1.0,
2106,breath,1.0,
2107,bagels..,1.0,
2108,swanky,1.0,
2109,router,1.0,
2110,fundamentally,2.0,
2111,taxis,1.0,3.0
2112,sketchy,1.0,
2113,somewhat,1.0,1.0
2114,vacuum,3.0,
2115,somehwere,2.0,
2116,overally,2.0,
2117,turnaround,1.0,
2118,outrageous-,1.0,
2119,police,3.0,
2120,dont,5.0,1.0
2121,liberally,2.0,
2122,remove,1.0,
2123,years.but,1.0,
2124,pillow,1.0,1.0
2125,immensely,4.0,7.0
2126,stakeout,1.0,
2127,preferably,2.0,2.0
2128,adamantly,2.0,
2129,creatively,2.0,
2130,speak,1.0,
