,word,neg_adj_count,pos_adj_count
3370,pre-arranged,3.0,
3371,windy,11.0,11.0
3372,large-loud,1.0,
3373,day-night,2.0,2.0
3374,anymore-,2.0,
3375,foyer-breakfast,1.0,
3376,motel-hotel,2.0,1.0
3377,legal,13.0,2.0
3378,pillar,3.0,
3379,unmemorable,1.0,
3380,quarterly,1.0,
3381,-or,3.0,
3382,ck,2.0,
3383,broken-frame,1.0,
3384,pyramid,1.0,
3385,vacant,13.0,4.0
3386,trolly,1.0,
3387,office-style,1.0,
3388,previews,1.0,
3389,plentiful,22.0,56.0
3390,incline,1.0,1.0
3391,gradual,3.0,
3392,route,4.0,2.0
3393,visit,23.0,53.0
3394,library,11.0,31.0
3395,seattle,4.0,17.0
3396,top-notch,4.0,10.0
3397,hostile,14.0,3.0
3398,in-hotel,5.0,4.0
3399,waiter,14.0,4.0
3400,omelette,4.0,2.0
3401,dingiest,1.0,
3402,profile,1.0,
3403,racial,2.0,1.0
3404,racist,1.0,
3405,justified,7.0,1.0
3406,graciousness,2.0,
3407,alternate,8.0,4.0
3408,note,18.0,14.0
3409,tipping,2.0,
3410,blank,11.0,1.0
3411,angus,1.0,
3412,contrast,3.0,1.0
3413,soak,9.0,4.0
3414,non-jacuzzi,1.0,
3415,contribute,2.0,
3416,contacted,7.0,2.0
3417,curteous,4.0,9.0
3418,edge,4.0,2.0
3419,atrium-lobby,1.0,1.0
3420,wedded,1.0,
3421,argument,6.0,
3422,crimp,1.0,
3423,removed,7.0,3.0
3424,one-night,15.0,7.0
3425,feature,4.0,4.0
3426,soggy,8.0,3.0
3427,enamel,2.0,
3428,tat,1.0,
3429,sumptuous,5.0,10.0
3430,wild,12.0,11.0
3431,views,1.0,4.0
3432,*fantastic,1.0,
3433,*the,5.0,1.0
3434,freezes,1.0,
3435,panoramic,3.0,18.0
3436,*you,1.0,
3437,love-hate,1.0,
3438,utilizing,2.0,2.0
3439,awaken,4.0,1.0
3440,needy,1.0,1.0
3441,sewer,4.0,1.0
3442,coffin,1.0,
3443,unaccommodating,2.0,
3444,nightmare.the,1.0,
3445,wow,7.0,7.0
3446,quicker,3.0,1.0
3447,greater,12.0,17.0
3448,poorly-designed,2.0,
3449,well-guarded,1.0,
3450,availuable,1.0,
3451,fourteen,1.0,
3452,nightstand,3.0,
3453,detergent,1.0,3.0
3454,icky,10.0,1.0
3455,remove,2.0,
3456,unopened-unused,1.0,
3457,accountable,3.0,
3458,view,17.0,18.0
3459,backside,2.0,2.0
3460,stool-chair,1.0,
3461,tub-shower,9.0,8.0
3462,garbage-can,1.0,
3463,review,23.0,14.0
3464,in.also,1.0,
3465,dug,1.0,
3466,qualify,2.0,1.0
3467,roomy,13.0,43.0
3468,saturday,14.0,8.0
3469,confrontational,2.0,1.0
3470,berated,1.0,
3471,emails,5.0,1.0
3472,luggange,1.0,
3473,thaught,1.0,
3474,terriable,1.0,
3475,rush-half-done,1.0,
3476,loving,1.0,
3477,insulated,4.0,5.0
3478,sum,13.0,4.0
3479,photos-wyndham,1.0,
3480,shot,16.0,8.0
3481,-be,1.0,
3482,driving-parking,1.0,
3483,assured,18.0,3.0
3484,moring,1.0,
3485,drink-meal,1.0,
3486,trolley,19.0,22.0
3487,precarious,2.0,
3488,weekday,9.0,11.0
3489,weekend..which,1.0,
3490,yo,2.0,7.0
3491,side,1.0,
3492,conserve,1.0,
3493,fierce,2.0,
3494,resemble,8.0,1.0
3495,hearing,1.0,
3496,horns,1.0,
3497,'business,1.0,
3498,calamari,1.0,1.0
3499,limo,11.0,8.0
3500,waterfall,2.0,6.0
3501,tropical,11.0,26.0
3502,helfpful,1.0,
3503,sit-down,4.0,1.0
3504,'smile,1.0,
3505,dined,2.0,2.0
3506,stingey,1.0,
3507,sub-par,22.0,1.0
3508,bathrooms,15.0,8.0
3509,iof,1.0,
3510,size-queen,1.0,
3511,spoilt,8.0,2.0
3512,straightaway,1.0,
3513,speaking,1.0,
3514,overheard,11.0,3.0
3515,hay,1.0,
3516,goodie,1.0,
3517,seal,2.0,1.0
3518,fork,2.0,
3519,voucher,5.0,
3520,print,10.0,8.0
3521,miscellaneous,3.0,1.0
3522,cozy-cozy,1.0,
3523,escalated,2.0,
3524,air,3.0,1.0
3525,room.the,2.0,2.0
3526,fixed.the,1.0,
3527,vintage,1.0,5.0
3528,lived,6.0,5.0
3529,fortunately,1.0,
3530,slots,1.0,
3531,hardware,1.0,
3532,ensuite,2.0,4.0
3533,itty,2.0,
3534,non-renovated,3.0,1.0
3535,rinsed,1.0,
3536,bothered,11.0,7.0
3537,apoligetic,1.0,
3538,two-tier,1.0,
3539,surly,16.0,3.0
3540,traver-agent,1.0,
3541,livestock,1.0,
3542,uncover,2.0,
3543,screams,2.0,
3544,hang-dog,1.0,
3545,flabbergasted,2.0,
3546,undersold,1.0,
3547,carefull……,1.0,
3548,tipped,2.0,2.0
3549,frill,1.0,1.0
3550,advice,3.0,8.0
3551,whiz,1.0,
3552,strawberry,2.0,
3553,daiquiris,1.0,
3554,canal,2.0,9.0
3555,boyfriend-husband,1.0,
3556,xmas,1.0,1.0
3557,festive,5.0,9.0
3558,prolonged,1.0,
3559,tow,3.0,1.0
3560,ignorant,11.0,1.0
3561,idiotic,4.0,
3562,repair,6.0,2.0
3563,scandalous,4.0,
3564,fall,8.0,1.0
3565,well-run,3.0,3.0
3566,no-no,2.0,
3567,ish,10.0,11.0
3568,earliest,4.0,1.0
3569,smoky-musty,1.0,
3570,cheated,4.0,
3571,dreadful,20.0,3.0
3572,undesirables,1.0,
3573,moved,33.0,6.0
3574,faucet,12.0,2.0
3575,friendlier,12.0,10.0
3576,umbrellas,11.0,16.0
3577,havent,2.0,1.0
3578,post-revolutionary,1.0,
3579,funky-mixed-with-retro-vibe,1.0,
3580,year-old,9.0,7.0
3581,practical,23.0,21.0
3582,communal,7.0,13.0
3583,long-armed,1.0,
3584,sectional,3.0,2.0
3585,good-luck,1.0,
3586,unemployed,1.0,
3587,asymmetrical,1.0,
3588,stylishly-messy,1.0,
3589,tremendous,12.0,25.0
3590,daylight,10.0,7.0
3591,unadorned,1.0,
3592,plaid,1.0,
3593,unconventional,2.0,
3594,vibe,7.0,17.0
3595,softer,5.0,4.0
3596,kick,6.0,7.0
3597,footsteps,2.0,
3598,cacophony,1.0,
3599,king-,1.0,
3600,size-bed,1.0,
3601,spy,1.0,1.0
3602,sceptical,3.0,3.0
3603,bullet-proof,3.0,
3604,marijuana,2.0,
3605,necessitated,2.0,
3606,base,6.0,11.0
3607,thay,2.0,
3608,filfthy-gross,1.0,
3609,unexplained,2.0,
3610,woke,9.0,3.0
3611,-hour,10.0,9.0
3612,optimistic,2.0,2.0
3613,bedside,10.0,1.0
3614,ashtray,5.0,
3615,assume,15.0,5.0
3616,assoiciated,1.0,
3617,wonderful..,1.0,
3618,re-do,3.0,
3619,textured,1.0,
3620,paint-overlay,2.0,
3621,peel,1.0,
3622,looooooong,1.0,
3623,teddy,3.0,3.0
3624,doubt,4.0,1.0
3625,unintelligent,1.0,
3626,boys,3.0,8.0
3627,jetty,2.0,
3628,lifeguard,6.0,1.0
3629,stinginess,2.0,
3630,.only-,1.0,
3631,disturbed,12.0,8.0
3632,addict,1.0,
3633,outside..,1.0,
3634,noticied,1.0,
3635,inflatable,8.0,1.0
3636,travelocity,2.0,2.0
3637,updgraded,1.0,
3638,hit-and-miss,1.0,1.0
3639,curtness,1.0,
3640,adjustment,2.0,
3641,restocked,1.0,1.0
3642,advantage,8.0,6.0
3643,freeway-train-plane,1.0,
3644,footfall,1.0,
3645,florescent,1.0,
3646,door-bell,1.0,
3647,smarter,1.0,
3648,test,3.0,
3649,afrer,1.0,
3650,sleeping,2.0,4.0
3651,lousiness,1.0,
3652,regret,7.0,3.0
3653,westins,1.0,
3654,up-scale,3.0,4.0
3655,-pp,2.0,
3656,collectively,1.0,
3657,cans,1.0,
3658,bothersome,6.0,5.0
3659,manageable,6.0,15.0
3660,aired,1.0,
3661,disgusted,10.0,1.0
3662,sleazy,4.0,
3663,drunken,5.0,3.0
3664,brothel,2.0,
3665,narrowed,1.0,
3666,sleaziness,1.0,
3667,detriment,1.0,
3668,watched,10.0,6.0
3669,uloading,1.0,
3670,heyday,4.0,
3671,what…,1.0,
3672,unwelcomed,4.0,
3673,kitchenette,6.0,2.0
3674,undercooked,4.0,
3675,challenge,8.0,3.0
3676,negitive,1.0,
3677,hte,1.0,
3678,lobby..,1.0,
3679,floors-,1.0,
3680,tidy,6.0,13.0
3681,though-,3.0,1.0
3682,freeee,1.0,
3683,thinking,4.0,2.0
3684,squalid,2.0,
3685,old-fashioned,10.0,14.0
3686,quote,3.0,1.0
3687,pubic,14.0,1.0
3688,tournament,13.0,8.0
3689,destroying,1.0,
3690,racket,1.0,
3691,shopping,3.0,5.0
3692,usd,19.0,5.0
3693,mislead,3.0,
3694,include,2.0,2.0
3695,cloister,1.0,
3696,heat,14.0,6.0
3697,united,1.0,3.0
3698,rt,1.0,
3699,set,4.0,4.0
3700,todd,2.0,
3701,eyes,3.0,1.0
3702,blankly,1.0,
3703,talk,1.0,1.0
3704,dressed,11.0,3.0
3705,mgr,4.0,1.0
3706,ac,7.0,3.0
3707,advisable,2.0,2.0
3708,uninteresting,1.0,2.0
3709,twist,3.0,
3710,girlfriend,9.0,9.0
3711,cooperative,4.0,7.0
3712,furthest,3.0,4.0
3713,distinct,8.0,1.0
3714,fraction,1.0,1.0
3715,ventured,1.0,
3716,he-she,2.0,3.0
3717,unprepared,4.0,5.0
3718,wake,8.0,4.0
3719,'bettered,1.0,
3720,restaurants-cafes,1.0,
3721,amazed,7.0,7.0
3722,day-evening,2.0,1.0
3723,walking,11.0,25.0
3724,pasta,3.0,2.0
3725,all-time,1.0,1.0
3726,paranoid,4.0,1.0
3727,none,2.0,2.0
3728,flyer,3.0,
3729,pre-packaged,3.0,
3730,schedule,4.0,3.0
3731,diff,3.0,1.0
3732,-pm-ish,1.0,
3733,wal-mart,1.0,2.0
3734,washed-changed,1.0,
3735,sticky-to-the-touch,1.0,
3736,caked-on,1.0,
3737,caddy,1.0,
3738,utensils-etc,1.0,
3739,cake,3.0,3.0
3740,result,3.0,
3741,sympathic,1.0,1.0
3742,e-train,1.0,
3743,fastest,6.0,8.0
3744,jfk,1.0,
3745,funny-sad,1.0,
3746,enthusiastic,7.0,14.0
3747,omthe,2.0,
3748,.echos,1.0,
3749,tean,1.0,
3750,long-term,9.0,6.0
3751,discoverd,1.0,
3752,carribean,1.0,
3753,would-be,2.0,1.0
3754,up-to-date,5.0,13.0
3755,worrying,3.0,1.0
3756,disturbing,5.0,1.0
3757,noisey,8.0,7.0
3758,storm,1.0,2.0
3759,frightening,5.0,1.0
3760,gunshots,1.0,
3761,beige,7.0,3.0
3762,forgivable,5.0,
3763,evasive,1.0,
3764,aggressive,24.0,4.0
3765,foul-mouthed,1.0,
3766,desk-lobby,1.0,1.0
3767,dang,1.0,
3768,returning,2.0,1.0
3769,antiquated,3.0,
3770,joint,10.0,13.0
3771,prissy,2.0,
3772,roachy,1.0,
3773,prevented,1.0,
3774,premier,9.0,3.0
3775,yard,1.0,3.0
3776,foyer,7.0,6.0
3777,octogenarian,1.0,
3778,.i,10.0,3.0
3779,log,3.0,1.0
3780,crystal,3.0,6.0
3781,town,1.0,
3782,youngest,5.0,4.0
3783,medal,1.0,
3784,attentitive,1.0,
3785,bald,1.0,2.0
3786,comfortably,2.0,
3787,classiness,1.0,1.0
3788,**while,1.0,
3789,crawled,1.0,
3790,tuscan,1.0,4.0
3791,surprising,33.0,34.0
3792,watery,3.0,
3793,guardian,1.0,
3794,sitting,1.0,
3795,chased,2.0,
3796,square-,1.0,1.0
3797,landed,3.0,1.0
3798,laundry-dry,1.0,1.0
3799,held,5.0,2.0
3800,hazardous,2.0,2.0
3801,advise,9.0,2.0
3802,disconnect,6.0,
3803,reestablish,1.0,
3804,ramp,9.0,1.0
3805,unsolicited,3.0,2.0
3806,bedisde,1.0,
3807,flavored,2.0,1.0
3808,lenghty,1.0,
3809,crummy,5.0,
3810,accosted,3.0,
3811,slippy,2.0,
3812,refurbish,4.0,
3813,embarrassment,2.0,
3814,hard-wired,2.0,1.0
3815,join,3.0,2.0
3816,supplied,3.0,3.0
3817,sleepable,2.0,
3818,set-out,1.0,
3819,ticketed,1.0,
3820,badly,1.0,
3821,wasn,11.0,4.0
3822,tackier,1.0,
3823,aims,1.0,
3824,bazaar,1.0,
3825,-k,1.0,
3826,eye-drops,1.0,
3827,triggered,1.0,
3828,forthe,1.0,
3829,down-town,3.0,
3830,rely,3.0,2.0
3831,son,9.0,10.0
3832,traveled,5.0,8.0
3833,outward,1.0,1.0
3834,bugs,9.0,2.0
3835,disappear,2.0,
3836,beleive,10.0,
3837,polystyrene,3.0,1.0
3838,'continental,1.0,1.0
3839,night-early,4.0,
3840,busstop,1.0,
3841,outer,3.0,2.0
3842,dumb-founded,1.0,
3843,tougher,1.0,
3844,offish,2.0,1.0
3845,overhauled,1.0,
3846,swank,2.0,2.0
3847,definitely,4.0,10.0
3848,nonsmoking,6.0,2.0
3849,disinterested,9.0,
3850,unconnected,2.0,
3851,relaxing,6.0,11.0
3852,mid-week,5.0,1.0
3853,extravagant,4.0,8.0
3854,spinal,1.0,
3855,non-existant,3.0,1.0
3856,respectful,8.0,17.0
3857,layover,1.0,1.0
3858,contintental,1.0,1.0
3859,attraction,2.0,1.0
3860,juice-coffee,2.0,
3861,pay,15.0,8.0
3862,category,4.0,5.0
3863,visa,2.0,1.0
3864,debit,7.0,
3865,neighbourhood,7.0,14.0
3866,zen,1.0,
3867,atrocious,16.0,3.0
3868,expecting,3.0,2.0
3869,baths,4.0,5.0
3870,no-refund,1.0,
3871,warm-cold,1.0,
3872,fan,33.0,13.0
3873,tasteful,9.0,31.0
3874,hour-open,1.0,
3875,froze,4.0,
3876,borrow,4.0,3.0
3877,re-enter,2.0,1.0
3878,extra-bed,1.0,
3879,extra-hot,1.0,
3880,infected,2.0,1.0
3881,nerve,2.0,2.0
3882,saved,3.0,2.0
3883,rocky,3.0,1.0
3884,enemy,1.0,
3885,curtain,4.0,1.0
3886,duvet-style,1.0,
3887,drenched,2.0,
3888,.-,14.0,7.0
3889,polaris,1.0,
3890,lifestyle,1.0,3.0
3891,navy,3.0,5.0
3892,ulta,1.0,
3893,oversized,4.0,13.0
3894,ich,1.0,
3895,underwhelming,8.0,3.0
3896,carved,1.0,1.0
3897,egregious,1.0,1.0
3898,lowlight,1.0,
3899,..newer,1.0,
3900,relief,4.0,2.0
3901,redid,1.0,
3902,broncos,1.0,
3903,yr,4.0,7.0
3904,outside-door,1.0,
3905,legendary,5.0,5.0
3906,serviced,9.0,5.0
3907,unvalued,1.0,
3908,resolve,2.0,1.0
3909,aol-travelocity,1.0,
3910,annoyed,16.0,6.0
3911,teacher,1.0,
3912,lap,11.0,7.0
3913,roomier,4.0,3.0
3914,cat-dog,1.0,
3915,reasonably,1.0,1.0
3916,dimed,2.0,2.0
3917,myriad,4.0,2.0
3918,..they,3.0,
3919,firmer,5.0,4.0
3920,-night..,1.0,
3921,cautious,7.0,7.0
3922,budget-minded,2.0,
3923,rabbit,1.0,
3924,warren,3.0,
3925,gyms,2.0,3.0
3926,weight,5.0,9.0
3927,'middle,1.0,
3928,fear,7.0,2.0
3929,ashamed,5.0,
3930,proof,11.0,2.0
3931,dissappointment,2.0,
3932,lit,24.0,11.0
3933,inserted,1.0,1.0
3934,giveaway,1.0,
3935,**inexpensive,1.0,
3936,**,1.0,
3937,wifi-cable,1.0,
3938,=-,1.0,
3939,advanced,5.0,2.0
3940,paths,1.0,
3941,photos,4.0,4.0
3942,step,5.0,5.0
3943,dissapointed,12.0,2.0
3944,conception,1.0,
3945,patched,3.0,
3946,missed,18.0,8.0
3947,replenish,8.0,4.0
3948,thar,1.0,
3949,offerinng,1.0,
3950,korean,11.0,8.0
3951,comped,4.0,3.0
3952,unconcerned,7.0,
3953,concentric,1.0,
3954,overdue,11.0,4.0
3955,busier,4.0,10.0
3956,paid,12.0,2.0
3957,guilty,4.0,5.0
3958,curtious,4.0,4.0
3959,counted,1.0,2.0
3960,emailed,6.0,1.0
3961,high-grade,1.0,
3962,protective,2.0,
3963,yellow-ish,1.0,
3964,childen,1.0,
3965,driveway,5.0,3.0
3966,pathway,1.0,
3967,miscontrue,1.0,
3968,eight,1.0,
3969,faithful,2.0,1.0
3970,issue,4.0,2.0
3971,cranky,2.0,1.0
3972,disrespect,4.0,1.0
3973,phoenician,4.0,2.0
3974,expediant,1.0,1.0
3975,alerted,2.0,
3976,rough-hewn,1.0,
3977,ia,1.0,1.0
3978,pattern,6.0,
3979,hours.the,1.0,
3980,convienent,6.0,5.0
3981,prudential,2.0,3.0
3982,lf,1.0,
3983,internal,17.0,9.0
3984,dearest,1.0,
3985,stingy,9.0,3.0
3986,farthest,8.0,1.0
3987,center-mini,1.0,
3988,broad,8.0,3.0
3989,ludicrous,7.0,
3990,mid-february,1.0,2.0
3991,terrific,13.0,75.0
3992,intrigued,1.0,1.0
3993,rehearsed,1.0,
3994,overlooked,6.0,5.0
3995,intact,3.0,1.0
3996,super-rich,1.0,
3997,profession,1.0,
3998,sauteed,1.0,
3999,beep-beep-beep,2.0,
4000,austin,1.0,
4001,convention-y,1.0,
4002,pedestrian,11.0,17.0
4003,lugging,2.0,
4004,up…at,1.0,
4005,barn,2.0,
4006,harvest-gold,1.0,
4007,scan,2.0,2.0
4008,re-grouting,1.0,
4009,absurd,9.0,2.0
4010,artificial,2.0,1.0
4011,uninhabitable,2.0,
4012,hallways-,1.0,
4013,what-so-ever.found,1.0,
4014,inroom,2.0,
4015,chairside,1.0,
4016,hop,4.0,5.0
4017,afternoon-evening,3.0,1.0
4018,helpless,4.0,
4019,evening,19.0,13.0
4020,chump,1.0,
4021,tilex,1.0,
4022,reccomend,3.0,5.0
4023,deceive,3.0,
4024,faded,3.0,1.0
4025,unattentive,5.0,
4026,soup,5.0,5.0
4027,cater,4.0,3.0
4028,five-star,4.0,6.0
4029,whopping,1.0,
4030,block,18.0,25.0
4031,ferry,1.0,10.0
4032,baked,1.0,5.0
4033,souvenier,3.0,1.0
4034,oru,1.0,
4035,days-inn,1.0,
4036,associate,6.0,5.0
4037,stocked,7.0,12.0
4038,amenable,4.0,2.0
4039,get-away,6.0,5.0
4040,speedy,3.0,9.0
4041,sofa-desk,2.0,
4042,meaningful,2.0,2.0
4043,deal-killer,1.0,
4044,serpentine,1.0,
4045,coffee-flavored,1.0,
4046,smoked,7.0,1.0
4047,cleared,3.0,1.0
4048,motions-something,1.0,
4049,undone,2.0,
4050,day-for,1.0,
4051,high-i,1.0,
4052,pricey-but,1.0,
4053,convention-surely,1.0,
4054,non-slip,2.0,
4055,.no,8.0,2.0
4056,liberal,1.0,
4057,push,11.0,3.0
4058,irate,1.0,
4059,queen-size,3.0,4.0
4060,nonexistent,4.0,
4061,faulty,4.0,
4062,horse,1.0,1.0
4063,buggy,1.0,
4064,untrue,3.0,
4065,hacked,1.0,
4066,well-prepared,1.0,
4067,budget-conscious,3.0,1.0
4068,slumber,1.0,
4069,late-night,8.0,7.0
4070,cosy,8.0,27.0
4071,repaint,1.0,
4072,stream,5.0,2.0
4073,unplugged,10.0,2.0
4074,showerhead,14.0,7.0
4075,drinks,5.0,6.0
4076,caveman,1.0,
4077,well-,4.0,2.0
4078,sense,4.0,3.0
4079,hellhole,1.0,
4080,sharp.management,1.0,
4081,value.the,1.0,
4082,closet,25.0,9.0
4083,auxiliary,2.0,1.0
4084,cavernous,11.0,
4085,bay-marina,1.0,
4086,tarnished,2.0,
4087,comment,12.0,25.0
4088,dried,9.0,2.0
4089,newborn,1.0,2.0
4090,consecutive,10.0,7.0
4091,downstairs,16.0,11.0
4092,would't,1.0,
4093,-quiet,1.0,1.0
4094,finishing,3.0,2.0
4095,s.,13.0,1.0
4096,pass,16.0,1.0
4097,self-serve,5.0,4.0
4098,bath,23.0,23.0
4099,sop,1.0,
4100,bail,1.0,
4101,radio-ipod,1.0,
4102,embarassing,1.0,
4103,fatal,6.0,
4104,upshot,1.0,
4105,dent,2.0,
4106,deepest,5.0,
4107,sigle,1.0,
4108,verify,4.0,
4109,neighboring,10.0,7.0
4110,chilled,2.0,2.0
4111,overwhelming,6.0,1.0
4112,mid-end,1.0,
4113,-it,2.0,
4114,-just,1.0,
4115,-so,2.0,
4116,good-sized,6.0,13.0
4117,mini-bar,18.0,19.0
4118,particulary,9.0,2.0
4119,indefferent,1.0,
4120,atrium,6.0,4.0
4121,firealarm,1.0,
4122,clausterphobic,1.0,
4123,carper,1.0,
4124,on-ramp,3.0,
4125,attendee,2.0,
4126,exec,5.0,5.0
4127,full-service,9.0,14.0
4128,pay-per-view,2.0,1.0
4129,new-release,1.0,
4130,piano,1.0,3.0
4131,unsual,1.0,
4132,quet,1.0,
4133,lessen,1.0,
4134,tuesday,1.0,
4135,head,12.0,10.0
4136,chopped,1.0,
4137,alchoholic,1.0,
4138,affixed,2.0,1.0
4139,bathwater,1.0,
4140,bar-club,2.0,1.0
4141,inconsiderate,5.0,3.0
4142,lol,7.0,6.0
4143,staggered,1.0,
4144,particial,1.0,
4145,adaquate,1.0,1.0
4146,forfeit,2.0,
4147,grime,5.0,
4148,inappropriate,7.0,2.0
4149,unfair,13.0,3.0
4150,hectic,11.0,31.0
4151,t.v,5.0,4.0
4152,embankment,1.0,1.0
4153,validated,1.0,1.0
4154,laid-back,2.0,2.0
4155,unsavory,11.0,5.0
4156,sidewalks,1.0,
4157,bb,1.0,
4158,validate,1.0,1.0
4159,exited,6.0,1.0
4160,definite,15.0,19.0
4161,accomodated,2.0,1.0
4162,reps,1.0,
4163,tony,1.0,2.0
4164,smaller-regular,1.0,
4165,fountain,3.0,
4166,wall-button,1.0,
4167,convention-meeting,1.0,1.0
4168,sodas,8.0,9.0
4169,-mattress,1.0,
4170,specious,1.0,
4171,underwent,4.0,1.0
4172,coninental,1.0,
4173,sunshine,2.0,4.0
4174,magnificent,6.0,21.0
4175,tube,9.0,4.0
4176,freshly-squeezed,1.0,1.0
4177,pre,1.0,1.0
4178,untrimmed,1.0,
4179,stopped,4.0,1.0
4180,fiancee,1.0,1.0
4181,configured,2.0,
4182,breakfest,8.0,7.0
4183,fashioned,7.0,5.0
4184,doubtful,5.0,2.0
4185,two-year,5.0,1.0
4186,deak,1.0,
4187,paperwork,1.0,
4188,unreserved,1.0,
4189,fyi,1.0,
4190,suggestive,1.0,1.0
4191,corridor,4.0,4.0
4192,grocery,4.0,4.0
4193,hustle,8.0,45.0
4194,teriyaki,1.0,
4195,heaviness,1.0,
4196,honeymoon,3.0,8.0
4197,enoy,1.0,
4198,night.we,2.0,
4199,erestaurant,1.0,
4200,sounded,4.0,
4201,wider,2.0,1.0
4202,hi-fi,1.0,
4203,separated,1.0,1.0
4204,guys-girls,1.0,
4205,thi,1.0,
4206,fashionable,4.0,3.0
4207,intheir,1.0,
4208,restaurant-bar,6.0,11.0
4209,aked,1.0,
4210,fun-business,1.0,
4211,assortment,5.0,6.0
4212,trucked,1.0,
4213,sergeant,1.0,
4214,single-paned,2.0,1.0
4215,assistant,9.0,3.0
4216,no-care,1.0,
4217,bathroom-,3.0,2.0
4218,unexpected,22.0,46.0
4219,to-from,16.0,23.0
4220,hilton,5.0,2.0
4221,..mold,1.0,
4222,people,3.0,
4223,saggy,5.0,2.0
4224,southwestern,2.0,4.0
4225,seam,1.0,
4226,municipal,2.0,4.0
4227,mischievious,1.0,
4228,downhill,6.0,2.0
4229,strangest,4.0,
4230,lagged,1.0,
4231,cost-saving,1.0,
4232,towels-king,1.0,
4233,moth-bitten,2.0,
4234,expense,16.0,10.0
4235,five-night,1.0,1.0
4236,scum,3.0,
4237,fake,7.0,2.0
4238,'urban,1.0,
4239,prominent,3.0,4.0
4240,range,2.0,1.0
4241,urban,20.0,35.0
4242,suburban,8.0,8.0
4243,citys,2.0,
4244,immense,1.0,
4245,vertical,7.0,1.0
4246,earn,1.0,
4247,life-shifting,1.0,
4248,perspective,6.0,7.0
4249,offended,2.0,
4250,decal,1.0,
4251,lude,1.0,
4252,alto,1.0,
4253,websirte,1.0,
4254,luxiourious,1.0,1.0
4255,convienen,1.0,
4256,deli,20.0,38.0
4257,sepreate,1.0,
4258,wer,1.0,
4259,functionable,3.0,3.0
4260,fo,2.0,4.0
4261,edible,11.0,3.0
4262,expedia,3.0,2.0
4263,£-,2.0,1.0
4264,faster,3.0,5.0
4265,track,8.0,3.0
4266,unsatisfying,1.0,
4267,reject,2.0,
4268,sleep-deprived,2.0,
4269,grad,1.0,
4270,perks,1.0,
4271,noisiest,15.0,
4272,filled,6.0,5.0
4273,..your,1.0,
4274,heavenly,2.0,3.0
4275,uninviting,11.0,1.0
4276,father,1.0,1.0
4277,waldorf-astoria,1.0,2.0
4278,echo,4.0,2.0
4279,fie,1.0,
4280,food-travel,1.0,
4281,ocupied,1.0,
4282,duck,2.0,1.0
4283,athe,1.0,
4284,toooo,1.0,
4285,looooud,1.0,
4286,wing,3.0,
4287,kitchen-office,1.0,
4288,ho-hum,5.0,
4289,comprehensive,4.0,2.0
4290,hope,4.0,7.0
4291,work-relax,1.0,
4292,barrier,3.0,
4293,issue-snarky,1.0,
4294,subsequent,13.0,5.0
4295,-used,1.0,
4296,street-olive,1.0,
4297,nautical-themed,1.0,
4298,crinkly,1.0,
4299,rattle,2.0,1.0
4300,burger,5.0,5.0
4301,regulate,2.0,
4302,not-so-friendly,1.0,
4303,downgrading,1.0,
4304,downgraded,3.0,
4305,worn-out,4.0,
4306,tragic,2.0,
4307,four-night,1.0,4.0
4308,steam,2.0,1.0
4309,wink,1.0,
4310,function,6.0,2.0
4311,breaths,1.0,
4312,run-around,1.0,
4313,abominable,2.0,
4314,follow-through,1.0,1.0
4315,lobby-bar-lounge,1.0,
4316,half-upgraded,2.0,
4317,stationed,1.0,
4318,equiped,1.0,5.0
4319,walled,2.0,
4320,e.g.,4.0,2.0
4321,tub-bath,1.0,
4322,compromised,1.0,1.0
4323,aquarium,2.0,2.0
4324,tramp,1.0,
4325,adults-teen,1.0,
4326,..not,3.0,
4327,..a,3.0,1.0
4328,nonconnecting,1.0,
4329,also,1.0,
4330,antique,5.0,10.0
4331,dragging,1.0,
4332,cheked,1.0,
4333,sneak,4.0,1.0
4334,aloud,1.0,1.0
4335,fingernails,1.0,
4336,officail,1.0,
4337,trainee,1.0,
4338,atruim,1.0,1.0
4339,average-quality,1.0,
4340,self-serving,1.0,
4341,unpopulated,1.0,
4342,assumed,4.0,1.0
4343,awe-inspiring,1.0,
4344,friday,7.0,8.0
4345,deceiving,3.0,
4346,counter,29.0,15.0
4347,straw,11.0,
4348,variance,1.0,
4349,full-blast,1.0,
4350,family-run,1.0,1.0
4351,mushy,4.0,
4352,forgiving,1.0,1.0
4353,typically-glowing,1.0,
4354,less-than-favorable,1.0,
4355,opposed,3.0,3.0
4356,urge,4.0,2.0
4357,retro-cool,1.0,
4358,salmon,8.0,11.0
4359,de-scale,1.0,
4360,variable,5.0,2.0
4361,non-corporate,2.0,1.0
4362,interent,1.0,
4363,bitten,5.0,1.0
4364,leg,11.0,2.0
4365,penicillin,1.0,
4366,nightwear,1.0,
4367,expense.when,1.0,
4368,vouch,6.0,1.0
4369,outisde,1.0,
4370,boyfriend,12.0,10.0
4371,bunk,2.0,
4372,truthful,1.0,1.0
4373,strobe-like,1.0,
4374,install,9.0,1.0
4375,engineer,2.0,
4376,bleary-eyed,4.0,2.0
4377,betty,1.0,
4378,distinguish,2.0,
4379,renew,1.0,
4380,well-lit,7.0,14.0
4381,southwest,5.0,
4382,affiliated,6.0,2.0
4383,checkout,11.0,3.0
4384,determine,4.0,2.0
