,word,neg_adj_count,pos_adj_count
15063,around-near,,1.0
15064,reantal,,1.0
15065,board-iron,,1.0
15066,good-deal,,1.0
15067,oval-shaped,,1.0
15068,still-fine,,1.0
15069,under-the-hotel,,1.0
15070,also-,,1.0
15071,insight,,2.0
15072,rooms-they,,1.0
15073,stylish-,,1.0
15074,slender,,1.0
15075,wtih,,1.0
15076,east-side,,2.0
15077,colder,,1.0
15078,bad-not-wonderful,,1.0
15079,vew,,1.0
15080,java,,1.0
15081,restored,,5.0
15082,weighed,,1.0
15083,unquestionable,,1.0
15084,cooktop,,1.0
15085,founder-editor,,1.0
15086,plate-glass,,1.0
15087,mercurial,,1.0
15088,feminine,,1.0
15089,spirited,,1.0
15090,lurked,,1.0
15091,perishable,,1.0
15092,anything,,1.0
15093,beautitul,,1.0
15094,drinking-,,1.0
15095,fee-we,,1.0
15096,coffee-biscotti,,1.0
15097,furnished.our,,1.0
15098,cards-,,1.0
15099,earplkugs,,1.0
15100,lemoncurd,,1.0
15101,unscented,,2.0
15102,evey,,2.0
15103,plentier,,1.0
15104,super-sized,,1.0
15105,modem,,2.0
15106,sounds-,,1.0
15107,.many,,2.0
15108,.high,,1.0
15109,convention..mary,,1.0
15110,bombed,,1.0
15111,demeanour,,1.0
15112,sirens-street,,1.0
15113,tethered,,1.0
15114,square.the,,1.0
15115,work.the,,1.0
15116,concierges.i,,1.0
15117,hotel.beautiful,,1.0
15118,location.many,,1.0
15119,walk.fyi,,1.0
15120,comfotable,,6.0
15121,-electrical,,1.0
15122,sixteen,,4.0
15123,reading-meeting,,1.0
15124,nitpick,,1.0
15125,cookiecutter,,1.0
15126,'the,,2.0
15127,myrecent,,1.0
15128,motion-activated,,1.0
15129,low-powered,,1.0
15130,queen-bed,,2.0
15131,church-sponsored,,1.0
15132,insomnia,,1.0
15133,'cool,,1.0
15134,urgh,,1.0
15135,stax,,1.0
15136,burial,,1.0
15137,grate,,2.0
15138,carte,,2.0
15139,scrumptuous,,1.0
15140,surely,,1.0
15141,flair,,1.0
15142,proofed,,1.0
15143,bec-,,1.0
15144,sod,,1.0
15145,sensative,,1.0
15146,micro,,2.0
15147,.these,,1.0
15148,app,,1.0
15149,flock,,1.0
15150,difficlut,,1.0
15151,sedate,,1.0
15152,sleazeoid,,1.0
15153,locationclose,,1.0
15154,top-rated,,1.0
15155,by-the-window,,1.0
15156,greenery,,2.0
15157,new-old,,1.0
15158,promised-in-our-deal,,1.0
15159,provincial,,1.0
15160,off-beat,,2.0
15161,hill-climbing,,1.0
15162,oven-fresh,,1.0
15163,shopping-dining,,1.0
15164,charge-like,,1.0
15165,fine-both,,1.0
15166,contintal,,1.0
15167,esplanade,,1.0
15168,train-tram,,1.0
15169,suspenseful,,1.0
15170,double-shower-head,,1.0
15171,lot-garage,,1.0
15172,pick-ups,,2.0
15173,imporessed,,1.0
15174,tinme,,1.0
15175,heart-shaped,,1.0
15176,fourth-story,,1.0
15177,enthusiactic,,1.0
15178,ponytail,,1.0
15179,docks-boats,,1.0
15180,reiterate,,1.0
15181,semi-full,,1.0
15182,embraced,,2.0
15183,conmfortable,,2.0
15184,super-duper,,1.0
15185,needed-visited,,1.0
15186,north-side,,1.0
15187,strenuous,,2.0
15188,pix,,1.0
15189,scrutiny,,1.0
15190,image-conscious,,1.0
15191,perfectly-honed,,1.0
15192,mighty,,1.0
15193,no-european,,1.0
15194,satrt,,1.0
15195,bathrobe,,2.0
15196,neat-clean,,1.0
15197,spot-checked,,1.0
15198,storing-refrigerating,,1.0
15199,full,,1.0
15200,insomniac,,1.0
15201,turnaround,,1.0
15202,nar,,1.0
15203,movie-tv,,1.0
15204,fuel,,1.0
15205,..i,,2.0
15206,mark,,2.0
15207,fatigue,,1.0
15208,sheet-covered,,1.0
15209,bartended,,1.0
15210,julian,,2.0
15211,ploy,,1.0
15212,happenin,,1.0
15213,biased,,1.0
15214,light.the,,1.0
15215,upgrated,,2.0
15216,general-,,1.0
15217,accesable,,1.0
15218,home-cooked,,2.0
15219,window-,,2.0
15220,re-located,,1.0
15221,unsteady,,1.0
15222,re-open,,1.0
15223,.breakfast,,1.0
15224,on-point,,2.0
15225,count-onable,,1.0
15226,therm,,1.0
15227,card-gold,,1.0
15228,reservations,,1.0
15229,semi-functional,,1.0
15230,water-side,,1.0
15231,'home,,1.0
15232,dupont,,3.0
15233,hardy,,1.0
15234,water,,2.0
15235,chicago,,3.0
15236,safeco,,2.0
15237,unknowing,,2.0
15238,hyrdotherapy,,1.0
15239,walk-up,,2.0
15240,charcuterie,,1.0
15241,piggishly,,1.0
15242,tentative,,1.0
15243,cab-,,2.0
15244,submit,,1.0
15245,exam,,1.0
15246,places-friendliest,,1.0
15247,standup,,1.0
15248,samosas,,1.0
15249,pre-tax,,1.0
15250,dunkin,,1.0
15251,sink-dressing,,1.0
15252,member-guest,,1.0
15253,signature,,3.0
15254,fireside,,1.0
15255,catastrophic,,2.0
15256,pierced,,1.0
15257,mike,,1.0
15258,recommending-arranging,,1.0
15259,walk-white,,1.0
15260,it.clean,,1.0
15261,faintest,,1.0
15262,empress-lobby,,1.0
15263,star-quality,,1.0
15264,pancake,,1.0
15265,best-seasoned,,1.0
15266,carazy,,1.0
15267,ostentatious,,1.0
15268,impromptu,,1.0
15269,rabid,,1.0
15270,deco-themed,,1.0
15271,stickler,,2.0
15272,showers-only,,1.0
15273,mother-daughter,,1.0
15274,good.value,,1.0
15275,door-to-door,,1.0
15276,'overnight,,1.0
15277,genious,,1.0
15278,boyf,,1.0
15279,literate,,1.0
15280,co-op,,1.0
15281,sort-of,,1.0
15282,fanciness,,1.0
15283,central-touristy,,1.0
15284,nich'e,,1.0
15285,freaks,,1.0
15286,t.v.s,,1.0
15287,comftorable,,1.0
15288,double-check,,1.0
15289,pig-shaped,,1.0
15290,non-balconey,,1.0
15291,super-fantastic,,1.0
15292,competative,,3.0
15293,wronged,,1.0
15294,rest-bar,,1.0
15295,oveflow,,1.0
15296,guys-employees,,1.0
15297,acre,,1.0
15298,i-hop,,1.0
15299,prolong,,1.0
15300,afield,,2.0
15301,bumper,,2.0
15302,meeting-conference,,1.0
15303,rendezvous,,1.0
15304,small-but,,2.0
15305,good-the,,1.0
15306,hands-down,,2.0
15307,tongue-in-cheek,,1.0
15308,populated,,2.0
15309,flourth,,1.0
15310,colors-classy,,1.0
15311,expensive-it,,1.0
15312,manhattan-close,,1.0
15313,r-t,,1.0
15314,introduced,,2.0
15315,geek,,3.0
15316,-th-floor,,1.0
15317,symposium,,2.0
15318,warrior,,1.0
15319,breakfast-brunch,,3.0
15320,go-drive,,1.0
15321,hussle,,3.0
15322,cream,,2.0
15323,servic,,1.0
15324,first-thing-out-of-bed,,1.0
15325,happy-polished-upscale,,1.0
15326,coffee-lunch-breakfast,,1.0
15327,temple,,1.0
15328,acorn,,1.0
15329,übercomfortable,,1.0
15330,bus-metro,,1.0
15331,firmness-softness,,1.0
15332,regrigerator,,1.0
15333,linger,,2.0
15334,bode,,1.0
15335,lobby-bar-restaurant,,1.0
15336,up.an,,1.0
15337,twenty-five,,2.0
15338,quality-related,,1.0
15339,beneficial,,1.0
15340,lateral,,1.0
15341,amish,,2.0
15342,cooped,,2.0
15343,wheat,,1.0
15344,chaff,,1.0
15345,xbox-playstation,,1.0
15346,thought-out,,1.0
15347,eaten-,,1.0
15348,annoys,,1.0
15349,autromatic,,1.0
15350,levante,,1.0
15351,regal,,3.0
15352,tip-toll,,1.0
15353,gush,,2.0
15354,.photobucket.com-albums-l,,1.0
15355,smccallum-,,1.0
15356,choices-vietnamese,,1.0
15357,piggybacked,,1.0
15358,colorado-denver,,1.0
15359,nonfussy,,1.0
15360,reviews-,,1.0
15361,desending,,1.0
15362,hub-spoke,,1.0
15363,litterally,,1.0
15364,catty-corner,,1.0
15365,oct,,1.0
15366,shadow,,2.0
15367,door-curtain,,1.0
15368,unpractical,,1.0
15369,well-deserved,,5.0
15370,mirror-hair,,1.0
15371,outnumbered,,1.0
15372,like-love,,1.0
15373,space-saving,,1.0
15374,swivel,,2.0
15375,self-sufficient,,1.0
15376,closeline,,1.0
15377,plump,,2.0
15378,sharpish,,1.0
15379,iit,,1.0
15380,aided,,1.0
15381,petit,,1.0
15382,stroppy,,1.0
15383,amazing.the,,1.0
15384,sound-proof~,,1.0
15385,insistance,,1.0
15386,quattro,,1.0
15387,he-his,,1.0
15388,beautfiul,,1.0
15389,suite-hard,,1.0
15390,effecient,,2.0
15391,mins.only,,1.0
15392,side-by-side,,1.0
15393,turbulent,,1.0
15394,fright,,1.0
15395,teens-young,,1.0
15396,kept-up,,2.0
15397,up-grades,,1.0
15398,funtional,,1.0
15399,down-the-hall,,1.0
15400,euro-style,,1.0
15401,breakfast-happy,,1.0
15402,hotel-restaurant-venue,,1.0
15403,yoga-shopping,,1.0
15404,non-communicative,,1.0
15405,moravian,,1.0
15406,multi-screen,,1.0
15407,thairestaurant,,1.0
15408,cleanliness..,,1.0
15409,circled,,1.0
15410,interpret,,1.0
15411,playin,,1.0
15412,afternoon-night,,1.0
15413,panicked,,1.0
15414,unique-modern,,1.0
15415,eleven,,1.0
15416,fed,,1.0
15417,effiecient,,2.0
15418,alaskan,,3.0
15419,highly,,1.0
15420,nicely.the,,1.0
15421,possess,,1.0
15422,cleanliness-towel,,1.0
15423,replinishment,,1.0
15424,hot-soggy-undrinkable,,1.0
15425,drama,,1.0
15426,double-headed,,2.0
15427,ballpark,,3.0
15428,anyways..,,1.0
15429,knowledgeble,,3.0
15430,away-with,,1.0
15431,eye-level,,1.0
15432,inventive,,2.0
15433,styled,,1.0
15434,sport,,1.0
15435,east-stapleton,,1.0
15436,.rosie,,1.0
15437,mini-cupcakes,,1.0
15438,complaint-,,2.0
15439,forewarn,,1.0
15440,unforgetable,,2.0
15441,datet,,1.0
15442,well-done,,1.0
15443,learning,,1.0
15444,shampoos-etc,,1.0
15445,makeup-etc,,1.0
15446,less-than-stellar,,2.0
15447,relied,,1.0
15448,pre-cooked,,1.0
15449,omelet-made-to-order,,1.0
15450,eye-opener,,1.0
15451,malt,,1.0
15452,copperleaf,,1.0
15453,farm-to-table,,1.0
15454,fenway,,1.0
15455,labyrinths,,1.0
15456,instantaneous,,1.0
15457,'american,,2.0
15458,…the,,1.0
15459,indebted,,1.0
15460,open-faced,,1.0
15461,prefect,,4.0
15462,skeletal,,1.0
15463,furtive,,1.0
15464,yellow-green,,1.0
15465,utilization,,1.0
15466,feathered,,1.0
15467,continuial,,1.0
15468,nope,,1.0
15469,enoughtgood,,1.0
15470,chaise,,1.0
15471,engilsh,,1.0
15472,tiger-print,,1.0
15473,incentive,,1.0
15474,bar-clubs,,1.0
15475,anytime.the,,1.0
15476,ave-rockefeller,,1.0
15477,dome,,1.0
15478,serive,,1.0
15479,dining-shopping,,1.0
15480,re-tiled,,1.0
15481,onto-into,,1.0
15482,bustling,,2.0
15483,cottage-,,1.0
15484,marina-harbor,,1.0
15485,anti-slip,,1.0
15486,nightly,,1.0
15487,less-traveled,,1.0
15488,dead-on,,2.0
15489,in-or-around,,1.0
15490,unmusty,,1.0
15491,pre-civil,,1.0
15492,occidental,,1.0
15493,food-snacks,,1.0
15494,conference-based,,1.0
15495,unstoppable,,1.0
15496,pa,,1.0
15497,makeup-shaving,,1.0
15498,justice,,2.0
15499,semi-serious,,1.0
15500,touring,,2.0
15501,fri-sat,,1.0
15502,-other,,1.0
15503,car-free,,1.0
15504,ex-new,,1.0
15505,hmm,,1.0
15506,negligible,,1.0
15507,stop-gap,,1.0
15508,ultra-high,,1.0
15509,",in",,1.0
15510,soy,,2.0
15511,biked,,2.0
15512,mixer,,1.0
15513,abve,,1.0
15514,frige,,1.0
15515,aeerage,,1.0
15516,treasure,,3.0
15517,luffa,,1.0
15518,humous,,1.0
15519,tea-coffee-juice,,1.0
15520,atmostphere,,1.0
15521,homeless-shifty,,1.0
15522,*excellent,,1.0
15523,beauiful,,2.0
15524,non-intrusive,,2.0
15525,overshadow,,1.0
15526,sinktop,,1.0
15527,lobby-waiting,,1.0
15528,gathering-meeting,,1.0
15529,right-,,1.0
15530,bussy,,2.0
15531,overnigt,,1.0
15532,rained,,1.0
15533,•beautiful,,1.0
15534,•comfortable,,1.0
15535,chamomile,,1.0
15536,seahawks,,1.0
15537,waflfe,,1.0
15538,courtous,,1.0
15539,view..breakfast,,1.0
15540,travertine,,1.0
15541,.far,,1.0
15542,techie,,1.0
15543,pool-fountain,,1.0
15544,working-office,,1.0
15545,sundeck,,1.0
15546,to-,,1.0
15547,relation,,2.0
15548,satff,,1.0
15549,valet-parking,,1.0
15550,oceanside,,1.0
15551,ballgame,,1.0
15552,small-thin,,1.0
15553,shoulder,,1.0
15554,pool-lounge,,1.0
15555,toys,,2.0
15556,west-coast,,1.0
15557,trudged,,1.0
15558,endorse,,2.0
15559,entranceway,,1.0
15560,remicinent,,1.0
15561,mature,,2.0
15562,life-threatening,,1.0
15563,glass-tiled,,1.0
15564,whale,,3.0
15565,refilled,,1.0
15566,jason,,1.0
15567,unfortunatley,,1.0
15568,hair-ball,,1.0
15569,ear-splitting,,1.0
15570,shops-,,1.0
15571,rest-sleep,,1.0
15572,neig,,1.0
15573,chartreuse-lighted,,1.0
15574,skylit,,1.0
15575,ivy-covered,,1.0
15576,snuck,,1.0
15577,loooove,,1.0
15578,stand-cabinet,,1.0
15579,brown-,,1.0
15580,grey-light,,1.0
15581,mellow,,5.0
15582,ramps,,2.0
15583,service.mary,,1.0
15584,heplful,,1.0
15585,shopping.,,1.0
15586,jean-paul,,1.0
15587,creamed,,1.0
15588,brunched,,1.0
15589,effiicient,,1.0
15590,look-out,,2.0
15591,upscale-contemporary,,1.0
15592,i-net,,1.0
15593,hey….you,,1.0
15594,grander,,1.0
15595,party-girl,,1.0
15596,food-,,2.0
15597,luckiest,,1.0
15598,score-.,,1.0
15599,docked,,1.0
15600,high-school,,1.0
15601,ill-prepared,,1.0
15602,yiddish,,1.0
15603,-super,,1.0
15604,es,,1.0
15605,business-meeting,,1.0
15606,std,,1.0
15607,sparkly,,3.0
15608,solved,,1.0
15609,green-yellow-burgundy,,1.0
15610,period-style,,1.0
15611,year-old-mother,,1.0
15612,thany,,1.0
15613,brown-purple,,1.0
15614,anythere,,1.0
15615,tail-end,,1.0
15616,business-pleasure,,1.0
15617,no-ding,,1.0
15618,too….found,,1.0
15619,room…..which,,1.0
15620,rib,,1.0
15621,cosmopolitan,,1.0
15622,semi-helpful,,1.0
15623,immersion,,1.0
15624,pre-trip,,1.0
15625,color-less,,1.0
15626,bike,,6.0
15627,corrupted,,1.0
15628,landing,,2.0
15629,in-flight,,1.0
15630,esthetician,,1.0
15631,aircrew,,1.0
15632,two-minute,,1.0
15633,coming-going,,1.0
15634,higher-floor,,2.0
15635,w-small,,1.0
15636,w-any,,1.0
15637,mikeshistoricbuildings.blogspot.com-,,1.0
15638,aqua,,3.0
15639,desk-sitting,,1.0
15640,player-ipod,,1.0
15641,bodega,,2.0
15642,raving,,1.0
15643,medium-priced,,1.0
15644,fully-equipped,,3.0
15645,seamless,,3.0
15646,shows-dinner,,1.0
15647,multi-generational,,1.0
15648,soon-to-be,,1.0
15649,ripe,,2.0
15650,bite-sized,,1.0
15651,bar-hopping,,1.0
15652,wlak,,1.0
15653,artful,,1.0
15654,edison,,1.0
15655,bend,,1.0
15656,sara,,1.0
15657,rudimentary,,1.0
15658,seasonally-available,,1.0
15659,microwave-stove,,1.0
15660,extremely,,2.0
15661,newly-converted,,2.0
15662,studios-beale,,1.0
15663,oh-so-comfy,,2.0
15664,plaque,,2.0
15665,indicating,,1.0
15666,stall-door,,1.0
15667,effortless,,4.0
15668,designed-,,1.0
15669,envios,,1.0
15670,space-wise,,1.0
15671,reception-bar,,1.0
15672,beds-covers-pillows,,1.0
15673,decisin-stroke,,1.0
15674,sloped,,1.0
15675,hotels-hostels,,1.0
15676,sticker..,,1.0
15677,yuppy,,1.0
15678,busy-,,1.0
15679,peezy,,1.0
15680,moggy,,1.0
15681,photograpy,,1.0
15682,'arty,,1.0
15683,weddinganniversary,,1.0
15684,o`clock,,1.0
15685,glichy,,1.0
15686,hancho,,1.0
15687,super-attitude,,1.0
15688,thrill,,2.0
15689,absolutey,,1.0
15690,bed.we,,1.0
15691,equidistant,,1.0
15692,ropey,,1.0
15693,up-dated,,1.0
15694,marketplace,,1.0
15695,mid-line,,1.0
15696,highway-sirens-traffic,,1.0
15697,five-stars,,1.0
15698,seasons-quality,,1.0
15699,hign-end,,1.0
15700,tahitian,,1.0
15701,birthday-as,,1.0
15702,them-gave,,1.0
15703,retro-modern,,2.0
15704,comfort-but,,1.0
15705,staff-this,,1.0
15706,'market,,1.0
15707,annivarsary,,1.0
15708,tv-office,,1.0
15709,view-pool,,1.0
15710,up-sell,,1.0
15711,timese,,1.0
15712,bigger-better,,1.0
15713,wiser,,1.0
15714,heavily-,,1.0
15715,hand-consignment,,1.0
15716,w-comfy,,1.0
15717,contagious,,1.0
15718,butter,,1.0
15719,nightmarish,,1.0
15720,newly-remodeled,,1.0
15721,all-star,,1.0
15722,high-hundreds,,1.0
15723,subs,,1.0
15724,quota,,1.0
15725,lifeline,,1.0
15726,examples,,1.0
15727,jamie,,1.0
15728,smack-dab,,1.0
15729,humans,,1.0
15730,classic-looking,,1.0
15731,fabulous-you,,1.0
15732,demand-,,1.0
15733,extaordinary,,1.0
15734,atrium-style,,1.0
15735,continrntal,,1.0
15736,glacial,,2.0
15737,snacks-coffee,,1.0
15738,clostrophobic,,1.0
15739,compementary,,1.0
15740,rent-park,,1.0
15741,shoebox,,1.0
15742,organize-arrange,,1.0
15743,jarring,,2.0
15744,servivce,,1.0
15745,way.this,,1.0
15746,off-beach,,1.0
15747,surfboard,,1.0
15748,board-bike,,1.0
15749,warm-hearted,,1.0
15750,bed-bedding,,2.0
15751,wedding-honeymoon,,1.0
15752,half-half,,1.0
15753,standard-full,,1.0
15754,burrito,,1.0
15755,corporate-style,,1.0
15756,well-spaced,,1.0
15757,frothy,,1.0
15758,fourth-row-center,,1.0
15759,late-ish,,2.0
15760,door..,,1.0
15761,comprehend,,1.0
15762,_-,,1.0
15763,magneticstrip,,1.0
15764,rentable,,1.0
15765,stay-excellent,,1.0
15766,oen,,1.0
15767,year-round,,1.0
15768,duper,,1.0
15769,feverishly,,1.0
15770,gaudy,,1.0
15771,bike-riding,,1.0
15772,cabin-like,,1.0
15773,arrival-early,,1.0
15774,too.the,,1.0
15775,w-traffic,,1.0
15776,w-airport,,1.0
15777,w-two,,1.0
15778,w-some,,1.0
15779,agile,,1.0
15780,dithered,,1.0
15781,grandness,,1.0
15782,rate-scale,,1.0
15783,unquestionably,,1.0
15784,soundtrack,,1.0
15785,rewards,,1.0
15786,spread-out,,1.0
15787,taste-y,,1.0
15788,re-furbishing,,1.0
15789,reopen,,1.0
15790,one-week,,3.0
15791,.and,,1.0
15792,plus-,,1.0
15793,thd,,1.0
15794,incase,,1.0
15795,endearing,,1.0
15796,welll,,1.0
15797,cal,,1.0
15798,non-invasive,,1.0
15799,organic-farm,,1.0
15800,th-broadway,,2.0
15801,vaulted,,1.0
15802,built-in-the-wall,,1.0
15803,modernized,,2.0
15804,semi-hollow,,1.0
15805,entertainment.the,,1.0
15806,cheerfull,,1.0
15807,get-aways,,2.0
15808,adults-,,1.0
15809,lucrative,,1.0
15810,city-centre,,1.0
15811,peaople,,1.0
15812,barbecue,,1.0
15813,shelf,,1.0
15814,touted,,1.0
15815,meeting,,1.0
15816,three-times,,1.0
15817,granted,,3.0
15818,distraction,,1.0
15819,snit,,1.0
15820,mid-september,,1.0
15821,e-malled,,1.0
15822,honeys,,1.0
15823,bisquits-gravy,,1.0
15824,experimental,,2.0
15825,finnish,,1.0
15826,junior-suite,,1.0
15827,window-installed,,1.0
15828,spesific,,1.0
15829,reasonable-sized,,1.0
15830,uber-luxurious,,2.0
15831,mid-late,,1.0
15832,treadmills,,1.0
15833,larger-than-normal,,1.0
15834,misnomer,,1.0
15835,three-part,,1.0
15836,four-digit,,1.0
15837,long-distance,,1.0
15838,traverse,,2.0
15839,pilferer,,1.0
15840,maniac,,1.0
15841,beautful,,3.0
15842,expensive-particularly,,1.0
15843,anniversay,,2.0
15844,extravagent,,1.0
15845,-g,,2.0
15846,mom-daughter,,1.0
15847,captain,,1.0
15848,name-sign,,1.0
15849,downtown..,,1.0
15850,'too,,1.0
15851,'designer,,1.0
15852,smackdab,,1.0
15853,others-ala,,1.0
15854,martini,,3.0
15855,rooms-each,,1.0
15856,greenwich,,1.0
15857,bountiful,,1.0
15858,mini-getaway,,1.0
15859,adaptive,,1.0
15860,videos,,1.0
15861,hammock,,1.0
15862,age-modern,,1.0
15863,goregous,,2.0
15864,backed,,2.0
15865,pool-lounge-bar,,1.0
15866,downtown-gas,,1.0
15867,street.this,,1.0
15868,wi-fi-,,1.0
15869,non-included,,1.0
15870,leather-lined,,1.0
15871,grape-sized,,1.0
15872,old-young,,1.0
15873,late-after,,1.0
15874,thoughful,,1.0
15875,player-,,1.0
15876,-modern,,1.0
15877,presume,,2.0
15878,monkfish,,1.0
15879,publican,,1.0
15880,operable,,1.0
15881,.at,,1.0
15882,float-valve,,1.0
15883,frailing,,1.0
15884,prudent,,1.0
15885,pm..,,1.0
15886,sox,,1.0
15887,tire,,1.0
15888,prohibit,,1.0
15889,lipttle,,1.0
15890,urbanist,,1.0
15891,disasterous,,1.0
15892,-y,,1.0
15893,celestial,,1.0
15894,rock-solid,,1.0
15895,village-resident,,1.0
15896,off-the-interstate-exit,,1.0
15897,mid-price,,1.0
15898,medieval,,2.0
15899,particullary,,1.0
15900,construction-filled,,1.0
15901,'accessible,,2.0
15902,visit-,,1.0
15903,sincerest,,1.0
15904,amt,,1.0
15905,warwick,,1.0
15906,points-night,,1.0
15907,top-level,,1.0
15908,negotiation,,1.0
15909,dinginess,,1.0
15910,chewy,,1.0
15911,occasionial,,1.0
15912,comepetent,,1.0
15913,**ample,,1.0
15914,*one*,,1.0
15915,st-times,,1.0
15916,bagels-buns,,1.0
15917,lounge-cafe,,1.0
15918,in-window,,2.0
15919,smitsonian,,1.0
15920,breakfast-lobby,,1.0
15921,convert,,1.0
15922,better-than-usual,,1.0
15923,hallways-stairs,,1.0
15924,scense,,1.0
15925,chi-town,,1.0
15926,forst,,1.0
15927,harrowing,,1.0
15928,front-facing,,1.0
15929,just-try-to-close-that-door-once-you're-inside,,1.0
15930,hotspot,,1.0
15931,'th,,1.0
15932,evening-too,,1.0
15933,mid-december,,1.0
15934,inspiration,,1.0
15935,cereal-milk,,1.0
15936,tiki,,1.0
15937,courtyard-patio,,1.0
15938,opens,,1.0
15939,panaramic,,1.0
15940,l'express,,1.0
15941,yearly,,1.0
15942,ont,,1.0
15943,lodged,,1.0
15944,rarity,,1.0
15945,unexpectedly,,2.0
15946,-at,,1.0
15947,aeveral,,1.0
15948,hi-tech,,1.0
15949,inviting.the,,1.0
15950,cruel,,1.0
15951,fast-filling,,1.0
15952,chafe,,1.0
15953,sets,,1.0
15954,teams,,1.0
15955,atlantic,,2.0
15956,stressfull,,1.0
15957,prompt-helpfull,,1.0
15958,match,,2.0
15959,festuve,,1.0
15960,laptop-,,1.0
15961,value-great,,1.0
15962,entrée,,1.0
15963,mnay,,1.0
15964,hotels-this,,1.0
15965,big-screen,,1.0
15966,-efficient,,1.0
15967,bathroom-shower,,2.0
15968,weekend-early,,1.0
15969,stair,,1.0
15970,about.just,,1.0
15971,rom,,1.0
15972,sandwiches,,2.0
15973,inneffective,,1.0
15974,hob,,2.0
15975,ehough,,1.0
15976,toaster,,3.0
15977,substitute,,1.0
15978,are'nt,,1.0
15979,hound,,1.0
15980,in-rom,,1.0
15981,safely.the,,1.0
15982,price-point,,1.0
15983,chatted,,3.0
15984,court-style,,1.0
15985,'s-sized,,1.0
15986,ceramic-tiled,,1.0
15987,variety-packaged,,1.0
15988,helpfull.the,,1.0
15989,clothed,,1.0
15990,questionnable,,1.0
15991,curbs,,1.0
15992,cheap-close,,1.0
15993,donatello,,1.0
15994,couold,,1.0
15995,theaterical,,1.0
15996,hunormus,,1.0
15997,farewelled,,1.0
15998,unaminous,,1.0
15999,achieve-i,,1.0
16000,jet-lagged,,2.0
16001,overlooking,,1.0
16002,..however,,1.0
16003,cnn,,1.0
16004,heatable,,1.0
16005,biggy,,1.0
16006,imporant,,1.0
16007,super-handy,,1.0
16008,dash-in,,1.0
16009,budget-level,,1.0
16010,pleseant,,2.0
16011,at-,,1.0
16012,uniformly,,1.0
16013,nice..,,1.0
16014,enroute,,3.0
16015,steeper,,1.0
16016,amazing-,,2.0
16017,agreed,,1.0
16018,excellect,,1.0
16019,glorius,,1.0
16020,commissary-type,,1.0
16021,non-perishable,,1.0
16022,fluffier,,1.0
16023,commissary,,1.0
16024,utensils-pots-pans-corningware,,1.0
16025,quiter,,1.0
16026,dorm-like,,1.0
16027,pike-downtown,,1.0
16028,cafe-wine,,1.0
16029,people-traffic,,1.0
16030,af,,1.0
16031,taht,,1.0
16032,concierge-hostess,,1.0
16033,smoothie,,3.0
16034,unintimidating,,2.0
16035,hardened,,1.0
16036,bath-it,,1.0
16037,'tired-the,,1.0
16038,there-the,,1.0
16039,though-moroccan,,1.0
16040,moroccan,,1.0
16041,folk,,2.0
16042,all-we,,1.0
16043,wonderful-a,,1.0
16044,loudly,,1.0
16045,son-who,,1.0
16046,decor-the,,1.0
16047,tower-,,1.0
16048,replenished,,1.0
16049,square..,,1.0
16050,louis,,1.0
16051,-tax,,1.0
16052,cure,,1.0
16053,york,,1.0
16054,undecided,,2.0
16055,availabilty,,1.0
16056,rainfall,,1.0
16057,inside.the,,1.0
16058,toasty,,1.0
16059,good-size,,1.0
16060,dripped-down,,1.0
16061,spaceish,,1.0
16062,before..,,1.0
16063,redone..,,1.0
16064,least-seemed,,1.0
16065,fimilar,,1.0
16066,mid-april,,2.0
16067,fenced-in,,1.0
16068,sandwhich,,1.0
16069,groggy,,1.0
16070,displaced,,1.0
16071,plat,,1.0
16072,ear-to-ear,,1.0
16073,aproachable,,1.0
16074,no-tipping,,1.0
16075,soffee,,1.0
16076,essence,,1.0
16077,granola-nut-dried,,1.0
16078,site-see,,1.0
16079,worthless,,1.0
16080,yicky,,1.0
16081,use..,,1.0
16082,sweetheart,,1.0
16083,uncluttered,,2.0
16084,refuge,,2.0
16085,..overall,,1.0
16086,righ,,1.0
16087,pint-sized,,1.0
16088,lap-swimming,,1.0
16089,uproar,,1.0
16090,unparalleled,,3.0
16091,immediately.the,,1.0
16092,thing.they,,1.0
16093,philadelphia,,1.0
16094,wendsday,,1.0
16095,rule,,1.0
16096,gash,,1.0
16097,cupcakes,,1.0
16098,hula-hoop,,1.0
16099,through-fare,,1.0
16100,s-side,,1.0
16101,xclnt,,1.0
16102,design-boutique,,1.0
16103,humorous,,2.0
16104,ihome,,2.0
16105,square.atayed,,1.0
16106,-.it,,1.0
16107,ny.best,,1.0
16108,restaurant.we,,1.0
16109,detrimental,,1.0
16110,fifth-floor,,1.0
16111,casual-looking,,1.0
16112,suns,,1.0
16113,edwardian,,4.0
16114,ever-cheerful,,1.0
16115,one-year-old,,1.0
16116,south-facing,,1.0
16117,complaints..no,,1.0
16118,back-lit,,2.0
16119,when-ever,,1.0
16120,re-envisioned,,1.0
16121,certified,,1.0
16122,overview,,1.0
16123,beatufilu,,1.0
16124,church,,1.0
16125,contaminated,,1.0
16126,professionnal,,1.0
16127,humourous,,1.0
16128,conditioner-which,,1.0
16129,cinematographic,,1.0
16130,noir,,1.0
16131,pet-friendly,,3.0
16132,newly-decorated,,1.0
16133,toy,,2.0
16134,'pet-floor,,1.0
16135,nice.the,,1.0
16136,meeting.johnathon,,1.0
16137,argonaut,,1.0
